date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2014-05-20,2014,Kolkata,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,156,2,154,4,Kolkata Knight Riders,complete,0,8,RV Uthappa,J Srinath,RM Deshpande,C Shamshuddin,BNJ Oxenford,Nitin Menon,20,"RV Uthappa, G Gambhir, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, PP Chawla, PJ Cummins, UT Yadav, SP Narine","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, BW Hilfenhaus"
2014-05-20,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,161,3,160,6,Sunrisers Hyderabad,complete,0,7,DA Warner,RS Madugalle,AK Chaudhary,NJ Llong,CK Nandan,A Nand Kishore,20,"S Dhawan, DA Warner, NV Ojha, AJ Finch, DJG Sammy, Y Venugopal Rao, IK Pathan, KV Sharma, Parvez Rasool, DW Steyn, B Kumar","CH Gayle, PA Patel, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, MA Starc, M Muralitharan, YS Chahal, AN Ahmed, VR Aaron"
2014-05-21,2014,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,156,8,159,3,Mumbai Indians,complete,0,7,LMP Simmons,RS Mahanama,HDPK Dharmasena,VA Kulkarni,PG Pathak,UV Gandhe,20,"V Sehwag, M Vohra, SE Marsh, GJ Maxwell, GJ Bailey, WP Saha, AR Patel, R Dhawan, BE Hendricks, Shivam Sharma, Sandeep Sharma","LMP Simmons, MEK Hussey, AT Rayudu, RG Sharma, KA Pollard, AP Tare, JJ Bumrah, K Santokie, P Kumar, PP Ojha, S Gopal"
2014-05-22,2014,Kolkata,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,195,4,165,5,Kolkata Knight Riders,complete,30,0,RV Uthappa,RS Madugalle,AK Chaudhary,CK Nandan,NJ Llong,Nitin Menon,20,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, R Vinay Kumar, M Morkel, UT Yadav, SP Narine","CH Gayle, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, MA Starc, AN Ahmed, AB Dinda, YS Chahal, M Muralitharan"
2014-05-22,2014,Ranchi,JSCA International Stadium Complex,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,185,3,189,4,Sunrisers Hyderabad,complete,0,6,DA Warner,J Srinath,BNJ Oxenford,C Shamshuddin,RM Deshpande,J Madanagopal,20,"DR Smith, F du Plessis, SK Raina, DJ Hussey, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, JW Hastings, MM Sharma, P Negi","DA Warner, S Dhawan, NV Ojha, AJ Finch, DJG Sammy, Y Venugopal Rao, IK Pathan, KV Sharma, Parvez Rasool, DW Steyn, B Kumar"
2014-05-23,2014,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,179,4,163,8,Kings XI Punjab,complete,16,0,SE Marsh,RS Mahanama,HDPK Dharmasena,PG Pathak,VA Kulkarni,UV Gandhe,20,"V Sehwag, M Vohra, SE Marsh, WP Saha, DA Miller, GJ Bailey, AR Patel, R Dhawan, Karanveer Singh, BE Hendricks, L Balaji","AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, R Tewatia, BJ Hodge, JP Faulkner, KK Cooper, VS Malik, PV Tambe"
2014-05-23,2014,Mumbai,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,173,10,158,4,Mumbai Indians,complete,15,0,MEK Hussey,AJ Pycroft,S Ravi,RJ Tucker,K Srinath,AY Dandekar,20,"LMP Simmons, MEK Hussey, RG Sharma, KA Pollard, AT Rayudu, AP Tare, Harbhajan Singh, S Gopal, M de Lange, PP Ojha, JJ Bumrah","M Vijay, KP Pietersen, KD Karthik, MK Tiwary, JP Duminy, KM Jadhav, WD Parnell, S Nadeem, JD Unadkat, S Kaul, Imran Tahir"
2014-05-24,2014,Kolkata,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,161,6,160,7,Kolkata Knight Riders,complete,0,4,YK Pathan,J Srinath,RM Deshpande,BNJ Oxenford,C Shamshuddin,Nitin Menon,20,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, RN ten Doeschate, Shakib Al Hasan, SA Yadav, R Vinay Kumar, M Morkel, UT Yadav, SP Narine","DA Warner, S Dhawan, NV Ojha, Y Venugopal Rao, DJG Sammy, S Anirudha, JO Holder, KV Sharma, Parvez Rasool, DW Steyn, B Kumar"
2014-05-24,2014,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,154,6,160,2,Chennai Super Kings,complete,0,8,MS Dhoni,RS Madugalle,AK Chaudhary,NJ Llong,CK Nandan,A Nand Kishore,20,"RR Rossouw, YV Takawale, VH Zol, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, MA Starc, YS Chahal, R Rampaul, SB Jakati","DR Smith, F du Plessis, SK Raina, MS Dhoni, DJ Hussey, RA Jadeja, M Manhas, R Ashwin, MM Sharma, S Badree, A Nehra"
2014-05-25,2014,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,119,3,115,10,Kings XI Punjab,complete,0,7,M Vohra,RS Mahanama,HDPK Dharmasena,VA Kulkarni,PG Pathak,UV Gandhe,20,"V Sehwag, M Vohra, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, AR Patel, MG Johnson, R Dhawan, Karanveer Singh, P Awana","KP Pietersen, MA Agarwal, KD Karthik, KM Jadhav, MK Tiwary, JP Duminy, JDS Neesham, S Nadeem, Mohammed Shami, Imran Tahir, JD Unadkat"
2014-05-25,2014,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,195,5,189,4,Mumbai Indians,complete,0,5,CJ Anderson,AJ Pycroft,K Srinath,RJ Tucker,S Ravi,R Pandit,20,"LMP Simmons, MEK Hussey, CJ Anderson, KA Pollard, RG Sharma, AT Rayudu, AP Tare, Harbhajan Singh, S Gopal, PP Ojha, JJ Bumrah","SR Watson, SV Samson, KK Nair, BJ Hodge, JP Faulkner, KK Cooper, AM Rahane, AM Nayar, Ankit Sharma, PV Tambe, DS Kulkarni"
2014-05-27,2014,Kolkata,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,135,8,163,8,Kolkata Knight Riders,complete,28,0,UT Yadav,RS Mahanama,NJ Llong,S Ravi,C Shamshuddin,CK Nandan,20,"V Sehwag, M Vohra, WP Saha, GJ Maxwell, DA Miller, AR Patel, GJ Bailey, R Dhawan, MG Johnson, Karanveer Singh, P Awana","RV Uthappa, G Gambhir, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, PP Chawla, SP Narine, M Morkel, UT Yadav"
2014-05-28,2014,Mumbai,Brabourne Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,176,3,173,8,Chennai Super Kings,complete,0,7,SK Raina,AJ Pycroft,VA Kulkarni,BNJ Oxenford,RJ Tucker,RM Deshpande,20,"DR Smith, F du Plessis, SK Raina, BB McCullum, DJ Hussey, MS Dhoni, RA Jadeja, R Ashwin, MM Sharma, IC Pandey, A Nehra","LMP Simmons, MEK Hussey, CJ Anderson, RG Sharma, KA Pollard, AT Rayudu, AP Tare, Harbhajan Singh, P Kumar, PP Ojha, JJ Bumrah"
2014-05-30,2014,Mumbai,Wankhede Stadium,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,202,7,226,6,Kings XI Punjab,complete,24,0,V Sehwag,J Srinath,HDPK Dharmasena,RJ Tucker,AK Chaudhary,RM Deshpande,20,"DR Smith, F du Plessis, SK Raina, BB McCullum, RA Jadeja, DJ Hussey, MS Dhoni, R Ashwin, MM Sharma, IC Pandey, A Nehra","V Sehwag, M Vohra, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, MG Johnson, AR Patel, Karanveer Singh, Sandeep Sharma, P Awana"
2014-06-01,2014,Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,200,7,199,4,Kolkata Knight Riders,complete,0,3,MK Pandey,RS Mahanama,HDPK Dharmasena,BNJ Oxenford,S Ravi,CK Nandan,20,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, PP Chawla, SP Narine, M Morkel, UT Yadav","V Sehwag, M Vohra, GJ Bailey, WP Saha, GJ Maxwell, DA Miller, AR Patel, MG Johnson, L Balaji, Karanveer Singh, P Awana"
