date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2021-04-18,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,204,4,166,8,Royal Challengers Bangalore,complete,38,0,AB de Villiers,V Narayan Kutty,C Shamshuddin,Nitin Menon,CB Gaffaney,K Srinivasan,20,"V Kohli, D Padikkal, RM Patidar, GJ Maxwell, AB de Villiers, KA Jamieson, Washington Sundar, Shahbaz Ahmed, HV Patel, Mohammed Siraj, YS Chahal","N Rana, Shubman Gill, RA Tripathi, EJG Morgan, KD Karthik, Shakib Al Hasan, AD Russell, PJ Cummins, Harbhajan Singh, CV Varun, M Prasidh Krishna"
2021-04-19,2021,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,188,9,143,9,Chennai Super Kings,complete,45,0,MM Ali,Prakash Bhatt,PR Reiffel,VK Sharma,YC Barde,Navdeep Singh,20,"RD Gaikwad, F du Plessis, MM Ali, SK Raina, AT Rayudu, RA Jadeja, MS Dhoni, SM Curran, DJ Bravo, SN Thakur, DL Chahar","JC Buttler, M Vohra, SV Samson, S Dube, DA Miller, R Parag, R Tewatia, CH Morris, JD Unadkat, C Sakariya, Mustafizur Rahman"
2021-04-20,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,137,9,138,4,Delhi Capitals,complete,0,6,A Mishra,V Narayan Kutty,C Shamshuddin,CB Gaffaney,UV Gandhe,Tapan Sharma,20,"RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, HH Pandya, KH Pandya, KA Pollard, J Yadav, RD Chahar, JJ Bumrah, TA Boult","PP Shaw, S Dhawan, SPD Smith, Lalit Yadav, RR Pant, SO Hetmyer, MP Stoinis, R Ashwin, K Rabada, Avesh Khan, A Mishra"
2021-04-21,2021,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,220,3,202,10,Chennai Super Kings,complete,18,0,F du Plessis,Shakti Singh,AY Dandekar,PR Reiffel,AK Chaudhary,YC Barde,20,"RD Gaikwad, F du Plessis, MM Ali, MS Dhoni, RA Jadeja, SK Raina, AT Rayudu, SM Curran, SN Thakur, DL Chahar, L Ngidi","N Rana, Shubman Gill, RA Tripathi, EJG Morgan, SP Narine, KD Karthik, AD Russell, PJ Cummins, KL Nagarkoti, CV Varun, M Prasidh Krishna"
2021-04-21,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,120,10,121,1,Sunrisers Hyderabad,complete,0,9,JM Bairstow,S Chaturvedi,K Srinivasan,Nitin Menon,KN Ananthapadmanabhan,HAS Khalid,20,"KL Rahul, MA Agarwal, CH Gayle, N Pooran, DJ Hooda, MC Henriques, M Shahrukh Khan, FA Allen, M Ashwin, Mohammed Shami, Arshdeep Singh","DA Warner, JM Bairstow, KS Williamson, Virat Singh, KM Jadhav, V Shankar, Abhishek Sharma, Rashid Khan, B Kumar, S Kaul, KK Ahmed"
2021-04-22,2021,Mumbai,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,177,9,181,0,Royal Challengers Bangalore,complete,0,10,D Padikkal,Shakti Singh,J Madanagopal,S Ravi,VK Sharma,AY Dandekar,20,"JC Buttler, M Vohra, SV Samson, DA Miller, S Dube, R Parag, R Tewatia, CH Morris, S Gopal, C Sakariya, Mustafizur Rahman","V Kohli, D Padikkal, GJ Maxwell, AB de Villiers, Washington Sundar, KA Jamieson, Shahbaz Ahmed, HV Patel, Mohammed Siraj, KW Richardson, YS Chahal"
2021-04-23,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Punjab Kings,Punjab Kings,field,131,6,132,1,Punjab Kings,complete,0,9,KL Rahul,V Narayan Kutty,C Shamshuddin,Nitin Menon,HAS Khalid,UV Gandhe,20,"Q de Kock, RG Sharma, Ishan Kishan, SA Yadav, KA Pollard, HH Pandya, KH Pandya, J Yadav, RD Chahar, JJ Bumrah, TA Boult","KL Rahul, MA Agarwal, CH Gayle, DJ Hooda, N Pooran, MC Henriques, M Shahrukh Khan, FA Allen, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh"
2021-04-24,2021,Mumbai,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,133,9,134,4,Rajasthan Royals,complete,0,6,CH Morris,M Nayyar,Navdeep Singh,S Ravi,PR Reiffel,YC Barde,20,"N Rana, Shubman Gill, RA Tripathi, SP Narine, EJG Morgan, KD Karthik, AD Russell, PJ Cummins, Shivam Mavi, M Prasidh Krishna, CV Varun","JC Buttler, YBK Jaiswal, SV Samson, S Dube, R Tewatia, DA Miller, R Parag, CH Morris, JD Unadkat, C Sakariya, Mustafizur Rahman"
2021-04-25,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,167,4,166,7,None,tie,0,0,PP Shaw,S Chaturvedi,CB Gaffaney,KN Ananthapadmanabhan,Tapan Sharma,K Srinivasan,20,"PP Shaw, S Dhawan, RR Pant, SPD Smith, SO Hetmyer, MP Stoinis, AR Patel, R Ashwin, K Rabada, Avesh Khan, A Mishra","DA Warner, JM Bairstow, KS Williamson, Virat Singh, KM Jadhav, Abhishek Sharma, Rashid Khan, V Shankar, J Suchith, S Kaul, KK Ahmed"
2021-04-25,2021,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,191,4,122,9,Chennai Super Kings,complete,69,0,RA Jadeja,Shakti Singh,AK Chaudhary,VK Sharma,Navdeep Singh,J Madanagopal,20,"RD Gaikwad, F du Plessis, SK Raina, AT Rayudu, RA Jadeja, MS Dhoni, DJ Bravo, SM Curran, SN Thakur, DL Chahar, Imran Tahir","V Kohli, D Padikkal, Washington Sundar, GJ Maxwell, AB de Villiers, DT Christian, KA Jamieson, HV Patel, Navdeep Saini, YS Chahal, Mohammed Siraj"
2021-04-26,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,123,9,126,5,Kolkata Knight Riders,complete,0,5,EJG Morgan,Prakash Bhatt,PR Reiffel,YC Barde,S Ravi,AY Dandekar,20,"KL Rahul, MA Agarwal, CH Gayle, DJ Hooda, N Pooran, MC Henriques, M Shahrukh Khan, CJ Jordan, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh","Shubman Gill, N Rana, RA Tripathi, SP Narine, EJG Morgan, AD Russell, KD Karthik, PJ Cummins, Shivam Mavi, CV Varun, M Prasidh Krishna"
2021-04-27,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,171,5,170,4,Royal Challengers Bangalore,complete,1,0,AB de Villiers,M Nayyar,S Ravi,VK Sharma,AK Chaudhary,J Madanagopal,20,"V Kohli, D Padikkal, RM Patidar, GJ Maxwell, AB de Villiers, Washington Sundar, DR Sams, KA Jamieson, HV Patel, Mohammed Siraj, YS Chahal","PP Shaw, S Dhawan, SPD Smith, RR Pant, MP Stoinis, SO Hetmyer, AR Patel, K Rabada, Avesh Khan, A Mishra, I Sharma"
2021-04-28,2021,Delhi,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,171,3,173,3,Chennai Super Kings,complete,0,7,RD Gaikwad,J Srinath,C Shamshuddin,CK Nandan,KN Ananthapadmanabhan,UV Gandhe,20,"DA Warner, JM Bairstow, MK Pandey, KS Williamson, KM Jadhav, Rashid Khan, V Shankar, J Suchith, S Kaul, KK Ahmed, Sandeep Sharma","RD Gaikwad, F du Plessis, MM Ali, RA Jadeja, SK Raina, AT Rayudu, MS Dhoni, SM Curran, SN Thakur, DL Chahar, L Ngidi"
2021-04-29,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,154,6,156,3,Delhi Capitals,complete,0,7,PP Shaw,Prakash Bhatt,AK Chaudhary,YC Barde,AY Dandekar,Navdeep Singh,20,"N Rana, Shubman Gill, RA Tripathi, EJG Morgan, SP Narine, AD Russell, KD Karthik, PJ Cummins, Shivam Mavi, CV Varun, M Prasidh Krishna","PP Shaw, S Dhawan, RR Pant, MP Stoinis, SO Hetmyer, SPD Smith, Lalit Yadav, AR Patel, K Rabada, Avesh Khan, I Sharma"
2021-04-29,2021,Delhi,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,171,4,172,3,Mumbai Indians,complete,0,7,Q de Kock,V Narayan Kutty,CB Gaffaney,KN Ananthapadmanabhan,C Shamshuddin,Tapan Sharma,20,"JC Buttler, YBK Jaiswal, SV Samson, S Dube, DA Miller, R Parag, R Tewatia, CH Morris, JD Unadkat, C Sakariya, Mustafizur Rahman","RG Sharma, Q de Kock, SA Yadav, KH Pandya, KA Pollard, HH Pandya, NM Coulter-Nile, J Yadav, RD Chahar, JJ Bumrah, TA Boult"
2021-04-30,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,179,5,145,8,Punjab Kings,complete,34,0,Harpreet Brar,Shakti Singh,S Ravi,VK Sharma,J Madanagopal,YC Barde,20,"KL Rahul, P Simran Singh, CH Gayle, N Pooran, DJ Hooda, M Shahrukh Khan, Harpreet Brar, RP Meredith, Ravi Bishnoi, Mohammed Shami, CJ Jordan","V Kohli, D Padikkal, RM Patidar, GJ Maxwell, AB de Villiers, Shahbaz Ahmed, DR Sams, KA Jamieson, HV Patel, Mohammed Siraj, YS Chahal"
2021-05-01,2021,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,218,4,219,6,Mumbai Indians,complete,0,4,KA Pollard,J Srinath,KN Ananthapadmanabhan,CK Nandan,CB Gaffaney,K Srinivasan,20,"RD Gaikwad, F du Plessis, MM Ali, SK Raina, AT Rayudu, RA Jadeja, MS Dhoni, SM Curran, SN Thakur, DL Chahar, L Ngidi","Q de Kock, RG Sharma, SA Yadav, KH Pandya, KA Pollard, HH Pandya, JDS Neesham, DS Kulkarni, RD Chahar, JJ Bumrah, TA Boult"
2021-05-02,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Delhi Capitals,Delhi Capitals,field,166,6,167,3,Delhi Capitals,complete,0,7,MA Agarwal,Shakti Singh,AK Chaudhary,AY Dandekar,J Madanagopal,Navdeep Singh,20,"P Simran Singh, MA Agarwal, CH Gayle, DJ Malan, DJ Hooda, M Shahrukh Khan, CJ Jordan, Harpreet Brar, RP Meredith, Ravi Bishnoi, Mohammed Shami","PP Shaw, S Dhawan, SPD Smith, RR Pant, SO Hetmyer, MP Stoinis, AR Patel, Lalit Yadav, K Rabada, I Sharma, Avesh Khan"
2021-05-02,2021,Delhi,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,220,3,165,8,Rajasthan Royals,complete,55,0,JC Buttler,S Chaturvedi,C Shamshuddin,CB Gaffaney,UV Gandhe,HAS Khalid,20,"JC Buttler, YBK Jaiswal, SV Samson, R Parag, DA Miller, Anuj Rawat, R Tewatia, CH Morris, Kartik Tyagi, C Sakariya, Mustafizur Rahman","MK Pandey, JM Bairstow, KS Williamson, V Shankar, KM Jadhav, Mohammad Nabi, Abdul Samad, Rashid Khan, B Kumar, Sandeep Sharma, KK Ahmed"
2021-09-19,2021,Dubai,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,156,7,136,8,Chennai Super Kings,complete,20,0,RD Gaikwad,J Srinath,Nitin Menon,RK Illingworth,AK Chaudhary,AY Dandekar,20,"RD Gaikwad, F du Plessis, MM Ali, AT Rayudu, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, SN Thakur, DL Chahar, JR Hazlewood","Q de Kock, Anmolpreet Singh, SA Yadav, Ishan Kishan, SS Tiwary, KA Pollard, KH Pandya, AF Milne, RD Chahar, JJ Bumrah, TA Boult"
2021-09-20,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,92,10,94,1,Kolkata Knight Riders,complete,0,9,CV Varun,V Narayan Kutty,CB Gaffaney,S Ravi,VK Sharma,UV Gandhe,20,"V Kohli, D Padikkal, KS Bharat, GJ Maxwell, AB de Villiers, Sachin Baby, PWH de Silva, KA Jamieson, HV Patel, Mohammed Siraj, YS Chahal","Shubman Gill, VR Iyer, AD Russell, N Rana, RA Tripathi, EJG Morgan, KD Karthik, LH Ferguson, SP Narine, CV Varun, M Prasidh Krishna"
2021-09-21,2021,Dubai,Dubai International Cricket Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,185,10,183,4,Rajasthan Royals,complete,2,0,Kartik Tyagi,Prakash Bhatt,AK Chaudhary,MA Gough,KN Ananthapadmanabhan,YC Barde,20,"E Lewis, YBK Jaiswal, SV Samson, LS Livingstone, MK Lomror, R Parag, R Tewatia, CH Morris, C Sakariya, Kartik Tyagi, Mustafizur Rahman","KL Rahul, MA Agarwal, AK Markram, N Pooran, DJ Hooda, FA Allen, IC Porel, AU Rashid, Harpreet Brar, Arshdeep Singh, Mohammed Shami"
2021-09-22,2021,Dubai,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,134,9,139,2,Delhi Capitals,complete,0,8,A Nortje,M Nayyar,KN Ananthapadmanabhan,RK Illingworth,J Madanagopal,K Srinivasan,20,"DA Warner, WP Saha, KS Williamson, MK Pandey, KM Jadhav, Abdul Samad, JO Holder, Rashid Khan, B Kumar, Sandeep Sharma, KK Ahmed","PP Shaw, S Dhawan, SS Iyer, RR Pant, MP Stoinis, SO Hetmyer, AR Patel, R Ashwin, K Rabada, A Nortje, Avesh Khan"
2021-09-23,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,155,6,159,3,Kolkata Knight Riders,complete,0,7,SP Narine,V Narayan Kutty,S Ravi,VK Sharma,CB Gaffaney,Tapan Sharma,20,"RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, KA Pollard, KH Pandya, SS Tiwary, AF Milne, RD Chahar, JJ Bumrah, TA Boult","Shubman Gill, VR Iyer, RA Tripathi, EJG Morgan, N Rana, AD Russell, KD Karthik, SP Narine, LH Ferguson, M Prasidh Krishna, CV Varun"
2021-09-24,2021,Sharjah,Sharjah Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,156,6,157,4,Chennai Super Kings,complete,0,6,DJ Bravo,J Srinath,AK Chaudhary,Nitin Menon,MA Gough,Navdeep Singh,20,"V Kohli, D Padikkal, AB de Villiers, GJ Maxwell, TH David, HV Patel, PWH de Silva, KS Bharat, Navdeep Saini, Mohammed Siraj, YS Chahal","RD Gaikwad, F du Plessis, MM Ali, AT Rayudu, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, SN Thakur, DL Chahar, JR Hazlewood"
2021-09-25,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,154,6,121,6,Delhi Capitals,complete,33,0,SS Iyer,V Narayan Kutty,CB Gaffaney,UV Gandhe,S Ravi,Tapan Sharma,20,"PP Shaw, S Dhawan, SS Iyer, RR Pant, SO Hetmyer, Lalit Yadav, AR Patel, R Ashwin, K Rabada, A Nortje, Avesh Khan","LS Livingstone, YBK Jaiswal, SV Samson, DA Miller, MK Lomror, R Parag, R Tewatia, T Shamsi, Kartik Tyagi, C Sakariya, Mustafizur Rahman"
2021-09-25,2021,Sharjah,Sharjah Cricket Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,125,7,120,7,Punjab Kings,complete,5,0,JO Holder,Prakash Bhatt,RK Illingworth,YC Barde,KN Ananthapadmanabhan,J Madanagopal,20,"KL Rahul, MA Agarwal, CH Gayle, AK Markram, N Pooran, DJ Hooda, Harpreet Brar, NT Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","DA Warner, WP Saha, KS Williamson, MK Pandey, KM Jadhav, Abdul Samad, JO Holder, Rashid Khan, B Kumar, Sandeep Sharma, KK Ahmed"
2021-09-26,2021,Dubai,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,165,6,111,10,Royal Challengers Bangalore,complete,54,0,GJ Maxwell,M Nayyar,AK Chaudhary,MA Gough,Nitin Menon,HAS Khalid,20,"V Kohli, D Padikkal, KS Bharat, GJ Maxwell, AB de Villiers, DT Christian, Shahbaz Ahmed, KA Jamieson, HV Patel, Mohammed Siraj, YS Chahal","RG Sharma, Q de Kock, Ishan Kishan, SA Yadav, KH Pandya, KA Pollard, HH Pandya, AF Milne, RD Chahar, JJ Bumrah, TA Boult"
2021-09-26,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,171,6,172,8,Chennai Super Kings,complete,0,2,RA Jadeja,V Narayan Kutty,CB Gaffaney,Tapan Sharma,VK Sharma,UV Gandhe,20,"Shubman Gill, VR Iyer, RA Tripathi, EJG Morgan, N Rana, AD Russell, KD Karthik, SP Narine, LH Ferguson, M Prasidh Krishna, CV Varun","RD Gaikwad, F du Plessis, MM Ali, AT Rayudu, SK Raina, MS Dhoni, RA Jadeja, SM Curran, SN Thakur, DL Chahar, JR Hazlewood"
2021-09-27,2021,Dubai,Dubai International Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,164,5,167,3,Sunrisers Hyderabad,complete,0,7,JJ Roy,J Srinath,KN Ananthapadmanabhan,Navdeep Singh,RK Illingworth,AY Dandekar,20,"E Lewis, YBK Jaiswal, SV Samson, LS Livingstone, MK Lomror, R Parag, R Tewatia, CH Morris, JD Unadkat, C Sakariya, Mustafizur Rahman","JJ Roy, WP Saha, KS Williamson, PK Garg, Abhishek Sharma, JO Holder, Abdul Samad, Rashid Khan, B Kumar, Sandeep Sharma, S Kaul"
2021-09-28,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,Mumbai Indians,Mumbai Indians,field,135,6,137,4,Mumbai Indians,complete,0,6,KA Pollard,V Narayan Kutty,S Ravi,VK Sharma,UV Gandhe,Tapan Sharma,20,"KL Rahul, Mandeep Singh, CH Gayle, AK Markram, N Pooran, DJ Hooda, Harpreet Brar, NT Ellis, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh","RG Sharma, Q de Kock, SA Yadav, SS Tiwary, HH Pandya, KA Pollard, KH Pandya, NM Coulter-Nile, RD Chahar, TA Boult, JJ Bumrah"
2021-09-28,2021,Sharjah,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,127,9,130,7,Kolkata Knight Riders,complete,0,3,SP Narine,Prakash Bhatt,Nitin Menon,HAS Khalid,AK Chaudhary,YC Barde,20,"SPD Smith, S Dhawan, SS Iyer, RR Pant, SO Hetmyer, Lalit Yadav, AR Patel, R Ashwin, K Rabada, Avesh Khan, A Nortje","Shubman Gill, VR Iyer, RA Tripathi, N Rana, EJG Morgan, KD Karthik, SP Narine, TG Southee, LH Ferguson, S Sandeep Warrier, CV Varun"
2021-09-29,2021,Dubai,Dubai International Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,149,9,153,3,Royal Challengers Bangalore,complete,0,7,YS Chahal,M Nayyar,AY Dandekar,KN Ananthapadmanabhan,RK Illingworth,K Srinivasan,20,"E Lewis, YBK Jaiswal, SV Samson, MK Lomror, LS Livingstone, R Tewatia, R Parag, CH Morris, C Sakariya, Kartik Tyagi, Mustafizur Rahman","V Kohli, D Padikkal, KS Bharat, GJ Maxwell, AB de Villiers, DT Christian, Shahbaz Ahmed, GHS Garton, HV Patel, Mohammed Siraj, YS Chahal"
2021-09-30,2021,Sharjah,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,134,7,139,4,Chennai Super Kings,complete,0,6,JR Hazlewood,Prakash Bhatt,Nitin Menon,YC Barde,MA Gough,HAS Khalid,20,"JJ Roy, WP Saha, KS Williamson, PK Garg, Abhishek Sharma, Abdul Samad, JO Holder, Rashid Khan, B Kumar, Sandeep Sharma, S Kaul","RD Gaikwad, F du Plessis, MM Ali, SK Raina, AT Rayudu, MS Dhoni, RA Jadeja, DJ Bravo, SN Thakur, DL Chahar, JR Hazlewood"
