date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2022-04-16,2022,Mumbai,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,199,4,181,9,Lucknow Super Giants,complete,18,0,KL Rahul,Shakti Singh,AK Chaudhary,NA Patwardhan,Navdeep Singh,YC Barde,20,"KL Rahul, Q de Kock, MK Pandey, MP Stoinis, DJ Hooda, KH Pandya, A Badoni, JO Holder, PVD Chameera, Avesh Khan, Ravi Bishnoi","Ishan Kishan, RG Sharma, D Brevis, SA Yadav, Tilak Varma, KA Pollard, FA Allen, JD Unadkat, M Ashwin, JJ Bumrah, TS Mills"
2022-04-16,2022,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,189,5,173,7,Royal Challengers Bangalore,complete,16,0,KD Karthik,J Srinath,Chirra Ravikanthreddy,J Madanagopal,CB Gaffaney,N Pandit,20,"F du Plessis, Anuj Rawat, V Kohli, GJ Maxwell, SS Prabhudessai, Shahbaz Ahmed, KD Karthik, PWH de Silva, Mohammed Siraj, HV Patel, JR Hazlewood","PP Shaw, DA Warner, MR Marsh, RR Pant, R Powell, Lalit Yadav, SN Thakur, AR Patel, Kuldeep Yadav, Mustafizur Rahman, KK Ahmed"
2022-04-17,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,169,5,170,7,Gujarat Titans,complete,0,3,DA Miller,V Narayan Kutty,KN Ananthapadmanabhan,UV Gandhe,BNJ Oxenford,Vinod Seshan,20,"RD Gaikwad, RV Uthappa, MM Ali, AT Rayudu, S Dube, RA Jadeja, MS Dhoni, DJ Bravo, CJ Jordan, M Theekshana, Mukesh Choudhary","WP Saha, Shubman Gill, V Shankar, A Manohar, DA Miller, R Tewatia, Rashid Khan, AS Joseph, LH Ferguson, Mohammed Shami, Yash Dayal"
2022-04-17,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,151,10,152,3,Sunrisers Hyderabad,complete,0,7,Umran Malik,DS Manohar,PG Pathak,R Pandit,RJ Tucker,A Totre,20,"S Dhawan, P Simran Singh, JM Bairstow, LS Livingstone, JM Sharma, M Shahrukh Khan, OF Smith, K Rabada, RD Chahar, VG Arora, Arshdeep Singh","Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, Shashank Singh, J Suchith, B Kumar, M Jansen, T Natarajan, Umran Malik"
2022-04-18,2022,Mumbai,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,217,5,210,10,Rajasthan Royals,complete,7,0,YS Chahal,M Nayyar,GR Sadashiv Iyer,VK Sharma,Nitin Menon,NA Patwardhan,20,"JC Buttler, D Padikkal, SV Samson, SO Hetmyer, R Parag, KK Nair, R Ashwin, TA Boult, OC McCoy, M Prasidh Krishna, YS Chahal","AJ Finch, SP Narine, SS Iyer, N Rana, AD Russell, VR Iyer, SP Jackson, Shivam Mavi, PJ Cummins, UT Yadav, CV Varun"
2022-04-19,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,181,6,163,8,Royal Challengers Bangalore,complete,18,0,F du Plessis,Prakash Bhatt,CB Gaffaney,N Pandit,J Madanagopal,Chirra Ravikanthreddy,20,"Anuj Rawat, F du Plessis, V Kohli, GJ Maxwell, SS Prabhudessai, Shahbaz Ahmed, KD Karthik, HV Patel, PWH de Silva, JR Hazlewood, Mohammed Siraj","Q de Kock, KL Rahul, MK Pandey, KH Pandya, DJ Hooda, A Badoni, MP Stoinis, JO Holder, PVD Chameera, Ravi Bishnoi, Avesh Khan"
2022-04-20,2022,Mumbai,"Brabourne Stadium, Mumbai",Punjab Kings,Delhi Capitals,Delhi Capitals,field,115,10,119,1,Delhi Capitals,complete,0,9,Kuldeep Yadav,Shakti Singh,RJ Tucker,Tapan Sharma,AK Chaudhary,R Pandit,20,"MA Agarwal, S Dhawan, JM Bairstow, LS Livingstone, JM Sharma, M Shahrukh Khan, K Rabada, NT Ellis, RD Chahar, Arshdeep Singh, VG Arora","PP Shaw, DA Warner, SN Khan, RR Pant, R Powell, Lalit Yadav, SN Thakur, AR Patel, Kuldeep Yadav, Mustafizur Rahman, KK Ahmed"
2022-04-21,2022,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,155,7,156,7,Chennai Super Kings,complete,0,3,Mukesh Choudhary,V Narayan Kutty,BNJ Oxenford,UV Gandhe,KN Ananthapadmanabhan,MV Saidharshan Kumar,20,"RG Sharma, Ishan Kishan, D Brevis, SA Yadav, Tilak Varma, HR Shokeen, KA Pollard, DR Sams, JD Unadkat, RP Meredith, JJ Bumrah","RD Gaikwad, RV Uthappa, MJ Santner, AT Rayudu, S Dube, RA Jadeja, MS Dhoni, D Pretorius, DJ Bravo, Mukesh Choudhary, M Theekshana"
2022-04-22,2022,Mumbai,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,222,2,207,8,Rajasthan Royals,complete,15,0,JC Buttler,DS Manohar,NA Patwardhan,Nitin Menon,YC Barde,GR Sadashiv Iyer,20,"JC Buttler, D Padikkal, SV Samson, SO Hetmyer, R Parag, KK Nair, R Ashwin, TA Boult, OC McCoy, M Prasidh Krishna, YS Chahal","PP Shaw, DA Warner, SN Khan, RR Pant, Lalit Yadav, AR Patel, SN Thakur, R Powell, Kuldeep Yadav, Mustafizur Rahman, KK Ahmed"
2022-04-23,2022,Mumbai,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,68,10,72,1,Sunrisers Hyderabad,complete,0,9,M Jansen,M Nayyar,Chirra Ravikanthreddy,J Madanagopal,CB Gaffaney,HAS Khalid,20,"F du Plessis, Anuj Rawat, V Kohli, GJ Maxwell, SS Prabhudessai, Shahbaz Ahmed, KD Karthik, HV Patel, PWH de Silva, JR Hazlewood, Mohammed Siraj","Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, Shashank Singh, J Suchith, B Kumar, M Jansen, T Natarajan, Umran Malik"
2022-04-23,2022,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,156,9,148,8,Gujarat Titans,complete,8,0,Rashid Khan,V Narayan Kutty,KN Ananthapadmanabhan,UV Gandhe,BNJ Oxenford,Vinod Seshan,20,"WP Saha, Shubman Gill, HH Pandya, DA Miller, R Tewatia, Rashid Khan, A Manohar, LH Ferguson, AS Joseph, Yash Dayal, Mohammed Shami","SW Billings, SP Narine, SS Iyer, N Rana, RK Singh, VR Iyer, AD Russell, Shivam Mavi, UT Yadav, TG Southee, CV Varun"
2022-04-24,2022,Mumbai,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,168,6,132,8,Lucknow Super Giants,complete,36,0,KL Rahul,Shakti Singh,M Erasmus,HAS Khalid,VK Sharma,N Pandit,20,"Q de Kock, KL Rahul, MK Pandey, MP Stoinis, KH Pandya, DJ Hooda, A Badoni, JO Holder, PVD Chameera, Ravi Bishnoi, Mohsin Khan","Ishan Kishan, RG Sharma, D Brevis, SA Yadav, Tilak Varma, KA Pollard, DR Sams, JD Unadkat, HR Shokeen, JJ Bumrah, RP Meredith"
2022-04-25,2022,Mumbai,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,187,4,176,6,Punjab Kings,complete,11,0,S Dhawan,Prakash Bhatt,M Erasmus,Tapan Sharma,PG Pathak,R Pandit,20,"MA Agarwal, S Dhawan, PBB Rajapaksa, LS Livingstone, JM Bairstow, JM Sharma, R Dhawan, K Rabada, RD Chahar, Arshdeep Singh, Sandeep Sharma","RD Gaikwad, RV Uthappa, MJ Santner, S Dube, AT Rayudu, RA Jadeja, MS Dhoni, D Pretorius, DJ Bravo, Mukesh Choudhary, M Theekshana"
2022-04-26,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,144,8,115,10,Rajasthan Royals,complete,29,0,R Parag,V Narayan Kutty,BNJ Oxenford,KN Ananthapadmanabhan,UV Gandhe,MV Saidharshan Kumar,20,"JC Buttler, D Padikkal, R Ashwin, SV Samson, DJ Mitchell, R Parag, SO Hetmyer, TA Boult, M Prasidh Krishna, YS Chahal, KR Sen","V Kohli, F du Plessis, RM Patidar, GJ Maxwell, Shahbaz Ahmed, SS Prabhudessai, KD Karthik, PWH de Silva, HV Patel, Mohammed Siraj, JR Hazlewood"
2022-04-27,2022,Mumbai,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,195,6,199,5,Gujarat Titans,complete,0,5,Umran Malik,Shakti Singh,CB Gaffaney,Navdeep Singh,J Madanagopal,GR Sadashiv Iyer,20,"Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, Washington Sundar, Shashank Singh, M Jansen, B Kumar, T Natarajan, Umran Malik","WP Saha, Shubman Gill, HH Pandya, DA Miller, R Tewatia, A Manohar, Rashid Khan, LH Ferguson, AS Joseph, Yash Dayal, Mohammed Shami"
2022-04-28,2022,Mumbai,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,146,9,150,6,Delhi Capitals,complete,0,4,Kuldeep Yadav,DS Manohar,AK Chaudhary,PG Pathak,Nitin Menon,A Totre,20,"AJ Finch, VR Iyer, SS Iyer, B Indrajith, SP Narine, N Rana, AD Russell, RK Singh, UT Yadav, TG Southee, Harshit Rana","PP Shaw, DA Warner, MR Marsh, Lalit Yadav, RR Pant, R Powell, AR Patel, SN Thakur, Kuldeep Yadav, Mustafizur Rahman, C Sakariya"
2022-04-29,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,153,8,133,8,Lucknow Super Giants,complete,20,0,KH Pandya,V Narayan Kutty,MA Gough,UV Gandhe,KN Ananthapadmanabhan,Vinod Seshan,20,"Q de Kock, KL Rahul, DJ Hooda, KH Pandya, MP Stoinis, A Badoni, JO Holder, PVD Chameera, Mohsin Khan, Avesh Khan, Ravi Bishnoi","MA Agarwal, S Dhawan, JM Bairstow, PBB Rajapaksa, LS Livingstone, JM Sharma, R Dhawan, K Rabada, RD Chahar, Arshdeep Singh, Sandeep Sharma"
2022-04-30,2022,Mumbai,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,170,6,174,4,Gujarat Titans,complete,0,6,R Tewatia,Shakti Singh,HAS Khalid,VK Sharma,Nitin Menon,Chirra Ravikanthreddy,20,"V Kohli, F du Plessis, RM Patidar, GJ Maxwell, KD Karthik, Shahbaz Ahmed, MK Lomror, PWH de Silva, HV Patel, JR Hazlewood, Mohammed Siraj","WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, DA Miller, R Tewatia, Rashid Khan, PJ Sangwan, AS Joseph, LH Ferguson, Mohammed Shami"
