date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2019-03-31,2019,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,231,2,113,10,Sunrisers Hyderabad,complete,118,0,JM Bairstow,Chinmay Sharma,KN Ananthapadmanabhan,S Ravi,C Shamshuddin,K Srinath,20,"JM Bairstow, DA Warner, V Shankar, YK Pathan, MK Pandey, DJ Hooda, Mohammad Nabi, Rashid Khan, B Kumar, Sandeep Sharma, S Kaul","PA Patel, SO Hetmyer, V Kohli, AB de Villiers, MM Ali, S Dube, C de Grandhomme, P Ray Barman, UT Yadav, Mohammed Siraj, YS Chahal"
2019-03-31,2019,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,175,5,167,8,Chennai Super Kings,complete,8,0,MS Dhoni,M Nayyar,CK Nandan,YC Barde,BNJ Oxenford,BK Ravi,20,"AT Rayudu, SR Watson, SK Raina, KM Jadhav, MS Dhoni, DJ Bravo, RA Jadeja, DL Chahar, SN Thakur, MJ Santner, Imran Tahir","AM Rahane, JC Buttler, SV Samson, RA Tripathi, SPD Smith, BA Stokes, K Gowtham, JC Archer, S Gopal, JD Unadkat, DS Kulkarni"
2019-04-01,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,166,9,152,10,Kings XI Punjab,complete,14,0,SM Curran,V Narayan Kutty,AK Chaudhary,CB Gaffaney,VA Kulkarni,GR Sadashiv Iyer,20,"KL Rahul, SM Curran, MA Agarwal, SN Khan, DA Miller, Mandeep Singh, GC Viljoen, R Ashwin, M Ashwin, Mohammed Shami, Mujeeb Ur Rahman","PP Shaw, S Dhawan, SS Iyer, RR Pant, CA Ingram, CH Morris, GH Vihari, HV Patel, K Rabada, Avesh Khan, S Lamichhane"
2019-04-02,2019,Jaipur,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,158,4,164,3,Rajasthan Royals,complete,0,7,S Gopal,J Srinath,AY Dandekar,M Erasmus,Nitin Menon,HAS Khalid,20,"V Kohli, PA Patel, AB de Villiers, SO Hetmyer, MP Stoinis, MM Ali, AD Nath, UT Yadav, Navdeep Saini, YS Chahal, Mohammed Siraj","AM Rahane, JC Buttler, SPD Smith, RA Tripathi, BA Stokes, STR Binny, K Gowtham, JC Archer, S Gopal, VR Aaron, DS Kulkarni"
2019-04-03,2019,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,170,5,133,8,Mumbai Indians,complete,37,0,HH Pandya,M Nayyar,BNJ Oxenford,RJ Tucker,YC Barde,BK Ravi,20,"Q de Kock, RG Sharma, SA Yadav, Yuvraj Singh, KH Pandya, HH Pandya, KA Pollard, JP Behrendorff, RD Chahar, SL Malinga, JJ Bumrah","SR Watson, AT Rayudu, SK Raina, KM Jadhav, MS Dhoni, RA Jadeja, DJ Bravo, DL Chahar, SN Thakur, MM Sharma, Imran Tahir"
2019-04-04,2019,Delhi,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,129,8,131,5,Sunrisers Hyderabad,complete,0,5,JM Bairstow,Chinmay Sharma,C Shamshuddin,KN Ananthapadmanabhan,S Ravi,K Srinath,20,"PP Shaw, S Dhawan, SS Iyer, RR Pant, R Tewatia, CA Ingram, CH Morris, AR Patel, K Rabada, I Sharma, S Lamichhane","DA Warner, JM Bairstow, V Shankar, MK Pandey, DJ Hooda, YK Pathan, Mohammad Nabi, Rashid Khan, B Kumar, Sandeep Sharma, S Kaul"
2019-04-05,2019,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,205,3,206,5,Kolkata Knight Riders,complete,0,5,AD Russell,V Narayan Kutty,AK Chaudhary,CB Gaffaney,CK Nandan,GR Sadashiv Iyer,20,"PA Patel, V Kohli, AB de Villiers, MP Stoinis, MM Ali, AD Nath, P Negi, Navdeep Saini, TG Southee, YS Chahal, Mohammed Siraj","CA Lynn, SP Narine, RV Uthappa, N Rana, KD Karthik, AD Russell, Shubman Gill, PP Chawla, Kuldeep Yadav, M Prasidh Krishna, LH Ferguson"
2019-04-06,2019,Hyderabad,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,136,7,96,10,Mumbai Indians,complete,40,0,AS Joseph,J Srinath,AY Dandekar,Nitin Menon,M Erasmus,HAS Khalid,20,"RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, KH Pandya, KA Pollard, HH Pandya, RD Chahar, AS Joseph, JP Behrendorff, JJ Bumrah","DA Warner, JM Bairstow, V Shankar, MK Pandey, DJ Hooda, YK Pathan, Mohammad Nabi, Rashid Khan, B Kumar, S Kaul, Sandeep Sharma"
2019-04-06,2019,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,160,3,138,5,Chennai Super Kings,complete,22,0,Harbhajan Singh,Chinmay Sharma,KN Ananthapadmanabhan,RJ Tucker,C Shamshuddin,K Srinath,20,"SR Watson, F du Plessis, SK Raina, MS Dhoni, AT Rayudu, KM Jadhav, SC Kuggeleijn, RA Jadeja, Harbhajan Singh, DL Chahar, Imran Tahir","KL Rahul, CH Gayle, MA Agarwal, SN Khan, DA Miller, Mandeep Singh, SM Curran, R Ashwin, Mohammed Shami, AJ Tye, M Ashwin"
2019-04-07,2019,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,149,8,152,6,Delhi Capitals,complete,0,4,K Rabada,M Nayyar,S Ravi,YC Barde,CK Nandan,BK Ravi,20,"PA Patel, V Kohli, AB de Villiers, MP Stoinis, MM Ali, AD Nath, P Negi, TG Southee, Mohammed Siraj, YS Chahal, Navdeep Saini","PP Shaw, S Dhawan, SS Iyer, CA Ingram, RR Pant, CH Morris, AR Patel, R Tewatia, K Rabada, I Sharma, S Lamichhane"
2019-04-07,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,139,3,140,2,Kolkata Knight Riders,complete,0,8,HF Gurney,V Narayan Kutty,AK Chaudhary,CB Gaffaney,BNJ Oxenford,GR Sadashiv Iyer,20,"AM Rahane, JC Buttler, SPD Smith, RA Tripathi, BA Stokes, P Chopra, K Gowtham, JC Archer, S Gopal, S Midhun, DS Kulkarni","CA Lynn, SP Narine, RV Uthappa, Shubman Gill, N Rana, KD Karthik, AD Russell, PP Chawla, Kuldeep Yadav, HF Gurney, M Prasidh Krishna"
2019-04-08,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,150,4,151,4,Kings XI Punjab,complete,0,6,KL Rahul,J Srinath,AY Dandekar,M Erasmus,Nitin Menon,HAS Khalid,20,"DA Warner, JM Bairstow, V Shankar, Mohammad Nabi, MK Pandey, DJ Hooda, YK Pathan, Rashid Khan, B Kumar, S Kaul, Sandeep Sharma","KL Rahul, CH Gayle, MA Agarwal, DA Miller, Mandeep Singh, SM Curran, SN Khan, R Ashwin, Mohammed Shami, Mujeeb Ur Rahman, AS Rajpoot"
2019-04-09,2019,Chennai,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,108,9,111,3,Chennai Super Kings,complete,0,7,DL Chahar,Prakash Bhatt,C Shamshuddin,RJ Tucker,UV Gandhe,K Srinath,20,"CA Lynn, SP Narine, RV Uthappa, N Rana, KD Karthik, Shubman Gill, AD Russell, PP Chawla, Kuldeep Yadav, M Prasidh Krishna, HF Gurney","SR Watson, F du Plessis, SK Raina, AT Rayudu, KM Jadhav, MS Dhoni, SC Kuggeleijn, RA Jadeja, Harbhajan Singh, DL Chahar, Imran Tahir"
2019-04-10,2019,Mumbai,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,197,4,198,7,Mumbai Indians,complete,0,3,KA Pollard,M Nayyar,S Ravi,YC Barde,CK Nandan,K Srinivasan,20,"KL Rahul, CH Gayle, DA Miller, KK Nair, SM Curran, Mandeep Singh, SN Khan, GC Viljoen, R Ashwin, Mohammed Shami, AS Rajpoot","Q de Kock, SD Lad, SA Yadav, KA Pollard, Ishan Kishan, HH Pandya, KH Pandya, AS Joseph, RD Chahar, JP Behrendorff, JJ Bumrah"
2019-04-11,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,151,7,155,6,Chennai Super Kings,complete,0,4,MS Dhoni,Prakash Bhatt,BNJ Oxenford,UV Gandhe,CB Gaffaney,GR Sadashiv Iyer,20,"AM Rahane, JC Buttler, SV Samson, SPD Smith, RA Tripathi, BA Stokes, R Parag, JC Archer, S Gopal, JD Unadkat, DS Kulkarni","SR Watson, F du Plessis, SK Raina, AT Rayudu, KM Jadhav, MS Dhoni, RA Jadeja, MJ Santner, DL Chahar, SN Thakur, Imran Tahir"
2019-04-12,2019,Kolkata,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,178,7,180,3,Delhi Capitals,complete,0,7,S Dhawan,M Nayyar,CK Nandan,YC Barde,RJ Tucker,BK Ravi,20,"JL Denly, Shubman Gill, RV Uthappa, N Rana, AD Russell, KD Karthik, CR Brathwaite, PP Chawla, Kuldeep Yadav, LH Ferguson, M Prasidh Krishna","PP Shaw, S Dhawan, SS Iyer, RR Pant, CA Ingram, CH Morris, AR Patel, KMA Paul, R Tewatia, K Rabada, I Sharma"
2019-04-13,2019,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,187,5,188,6,Rajasthan Royals,complete,0,4,JC Buttler,J Srinath,A Nand Kishore,Nitin Menon,M Erasmus,N Pandit,20,"RG Sharma, Q de Kock, SA Yadav, KA Pollard, HH Pandya, Ishan Kishan, KH Pandya, AS Joseph, RD Chahar, JP Behrendorff, JJ Bumrah","AM Rahane, JC Buttler, SV Samson, SPD Smith, RA Tripathi, LS Livingstone, S Gopal, K Gowtham, JC Archer, JD Unadkat, DS Kulkarni"
2019-04-13,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,173,4,174,2,Royal Challengers Bangalore,complete,0,8,AB de Villiers,Prakash Bhatt,S Ravi,UV Gandhe,NJ Llong,K Srinath,20,"KL Rahul, CH Gayle, MA Agarwal, SN Khan, SM Curran, Mandeep Singh, N Pooran, AJ Tye, R Ashwin, Mohammed Shami, M Ashwin","PA Patel, V Kohli, AB de Villiers, MP Stoinis, MM Ali, AD Nath, P Negi, UT Yadav, Mohammed Siraj, YS Chahal, Navdeep Saini"
2019-04-14,2019,Kolkata,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,161,8,162,5,Chennai Super Kings,complete,0,5,Imran Tahir,M Nayyar,CK Nandan,RJ Tucker,YC Barde,BK Ravi,20,"CA Lynn, SP Narine, N Rana, RV Uthappa, KD Karthik, AD Russell, Shubman Gill, PP Chawla, Kuldeep Yadav, M Prasidh Krishna, HF Gurney","SR Watson, F du Plessis, SK Raina, AT Rayudu, KM Jadhav, MS Dhoni, RA Jadeja, MJ Santner, Imran Tahir, SN Thakur, DL Chahar"
2019-04-14,2019,Hyderabad,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,155,7,116,10,Delhi Capitals,complete,39,0,KMA Paul,V Narayan Kutty,AK Chaudhary,BNJ Oxenford,CB Gaffaney,GR Sadashiv Iyer,20,"PP Shaw, S Dhawan, C Munro, SS Iyer, RR Pant, CH Morris, AR Patel, KMA Paul, K Rabada, A Mishra, I Sharma","DA Warner, JM Bairstow, KS Williamson, RK Bhui, V Shankar, DJ Hooda, Abhishek Sharma, Rashid Khan, B Kumar, Sandeep Sharma, KK Ahmed"
2019-04-15,2019,Mumbai,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,171,7,172,5,Mumbai Indians,complete,0,5,SL Malinga,J Srinath,M Erasmus,Nitin Menon,A Nand Kishore,N Pandit,20,"PA Patel, V Kohli, AB de Villiers, MM Ali, MP Stoinis, AD Nath, P Negi, UT Yadav, Mohammed Siraj, YS Chahal, Navdeep Saini","Q de Kock, RG Sharma, SA Yadav, Ishan Kishan, KH Pandya, HH Pandya, KA Pollard, JP Behrendorff, RD Chahar, JJ Bumrah, SL Malinga"
2019-04-16,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,182,6,170,7,Kings XI Punjab,complete,12,0,R Ashwin,AJ Pycroft,AK Chaudhary,VA Kulkarni,S Ravi,K Srinivasan,20,"KL Rahul, CH Gayle, MA Agarwal, DA Miller, N Pooran, Mandeep Singh, R Ashwin, Mujeeb Ur Rahman, Mohammed Shami, M Ashwin, Arshdeep Singh","RA Tripathi, JC Buttler, SV Samson, AM Rahane, AJ Turner, JC Archer, STR Binny, S Gopal, JD Unadkat, DS Kulkarni, IS Sodhi"
2019-04-17,2019,Hyderabad,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,132,5,137,4,Sunrisers Hyderabad,complete,0,6,DA Warner,Prakash Bhatt,IJ Gould,UV Gandhe,C Shamshuddin,BK Ravi,20,"SR Watson, F du Plessis, SK Raina, AT Rayudu, KM Jadhav, SW Billings, RA Jadeja, KV Sharma, Imran Tahir, SN Thakur, DL Chahar","DA Warner, JM Bairstow, KS Williamson, V Shankar, DJ Hooda, YK Pathan, Rashid Khan, B Kumar, Sandeep Sharma, S Nadeem, KK Ahmed"
2019-04-18,2019,Delhi,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,168,5,128,9,Mumbai Indians,complete,40,0,HH Pandya,J Srinath,BNJ Oxenford,NJ Llong,AK Chaudhary,N Pandit,20,"RG Sharma, Q de Kock, BCJ Cutting, SA Yadav, KH Pandya, HH Pandya, KA Pollard, RD Chahar, J Yadav, JJ Bumrah, SL Malinga","PP Shaw, S Dhawan, C Munro, SS Iyer, RR Pant, AR Patel, CH Morris, KMA Paul, K Rabada, A Mishra, I Sharma"
2019-04-19,2019,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,213,4,203,5,Royal Challengers Bangalore,complete,10,0,V Kohli,AJ Pycroft,IJ Gould,Nitin Menon,AY Dandekar,K Srinath,20,"PA Patel, V Kohli, AD Nath, MM Ali, MP Stoinis, H Klaasen, P Negi, DW Steyn, Mohammed Siraj, YS Chahal, Navdeep Saini","CA Lynn, SP Narine, Shubman Gill, RV Uthappa, N Rana, AD Russell, KD Karthik, PP Chawla, Kuldeep Yadav, HF Gurney, M Prasidh Krishna"
2019-04-20,2019,Delhi,Arun Jaitley Stadium,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,163,7,166,5,Delhi Capitals,complete,0,5,SS Iyer,Prakash Bhatt,C Shamshuddin,UV Gandhe,BNJ Oxenford,N Pandit,20,"KL Rahul, CH Gayle, MA Agarwal, DA Miller, Mandeep Singh, SM Curran, R Ashwin, Harpreet Brar, GC Viljoen, M Ashwin, Mohammed Shami","PP Shaw, S Dhawan, SS Iyer, RR Pant, CA Ingram, AR Patel, SE Rutherford, A Mishra, K Rabada, I Sharma, S Lamichhane"
2019-04-20,2019,Jaipur,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,161,5,162,5,Rajasthan Royals,complete,0,5,SPD Smith,M Nayyar,S Ravi,YC Barde,CK Nandan,K Srinivasan,20,"Q de Kock, RG Sharma, SA Yadav, HH Pandya, KA Pollard, BCJ Cutting, KH Pandya, RD Chahar, JJ Bumrah, SL Malinga, M Markande","AM Rahane, SV Samson, SPD Smith, BA Stokes, R Parag, AJ Turner, STR Binny, JC Archer, S Gopal, JD Unadkat, DS Kulkarni"
2019-04-21,2019,Hyderabad,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,159,8,161,1,Sunrisers Hyderabad,complete,0,9,KK Ahmed,AJ Pycroft,NJ Llong,Nitin Menon,IJ Gould,K Srinath,20,"CA Lynn, SP Narine, Shubman Gill, N Rana, KD Karthik, RK Singh, AD Russell, PP Chawla, Y Prithvi Raj, KC Cariappa, HF Gurney","DA Warner, JM Bairstow, KS Williamson, V Shankar, YK Pathan, DJ Hooda, Rashid Khan, B Kumar, S Nadeem, KK Ahmed, Sandeep Sharma"
2019-04-21,2019,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,161,7,160,8,Royal Challengers Bangalore,complete,1,0,PA Patel,J Srinath,RJ Tucker,VA Kulkarni,AK Chaudhary,BK Ravi,20,"PA Patel, V Kohli, AB de Villiers, AD Nath, MP Stoinis, MM Ali, P Negi, UT Yadav, DW Steyn, Navdeep Saini, YS Chahal","SR Watson, F du Plessis, SK Raina, AT Rayudu, KM Jadhav, MS Dhoni, RA Jadeja, DJ Bravo, SN Thakur, DL Chahar, Imran Tahir"
2019-04-22,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,191,6,193,4,Delhi Capitals,complete,0,6,RR Pant,M Nayyar,A Nand Kishore,S Ravi,YC Barde,K Srinath,20,"AM Rahane, SV Samson, SPD Smith, BA Stokes, AJ Turner, STR Binny, R Parag, JC Archer, S Gopal, JD Unadkat, DS Kulkarni","PP Shaw, S Dhawan, SS Iyer, RR Pant, SE Rutherford, CA Ingram, AR Patel, CH Morris, A Mishra, K Rabada, I Sharma"
2019-04-23,2019,Chennai,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,175,3,176,4,Chennai Super Kings,complete,0,6,SR Watson,V Narayan Kutty,AK Chaudhary,NJ Llong,VA Kulkarni,N Pandit,20,"DA Warner, JM Bairstow, MK Pandey, V Shankar, YK Pathan, Shakib Al Hasan, DJ Hooda, Rashid Khan, B Kumar, KK Ahmed, Sandeep Sharma","SR Watson, F du Plessis, SK Raina, AT Rayudu, KM Jadhav, DJ Bravo, MS Dhoni, RA Jadeja, Harbhajan Singh, DL Chahar, Imran Tahir"
2019-04-24,2019,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,202,4,185,7,Royal Challengers Bangalore,complete,17,0,AB de Villiers,J Srinath,BNJ Oxenford,C Shamshuddin,RJ Tucker,K Srinivasan,20,"PA Patel, V Kohli, AB de Villiers, MM Ali, AD Nath, MP Stoinis, Washington Sundar, UT Yadav, TG Southee, YS Chahal, Navdeep Saini","KL Rahul, CH Gayle, MA Agarwal, DA Miller, N Pooran, Mandeep Singh, R Ashwin, GC Viljoen, M Ashwin, AS Rajpoot, Mohammed Shami"
2019-04-25,2019,Kolkata,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,175,6,177,7,Rajasthan Royals,complete,0,3,VR Aaron,AJ Pycroft,AY Dandekar,IJ Gould,Nitin Menon,HAS Khalid,20,"CA Lynn, Shubman Gill, N Rana, KD Karthik, SP Narine, AD Russell, CR Brathwaite, RK Singh, PP Chawla, Y Prithvi Raj, M Prasidh Krishna","AM Rahane, SV Samson, SPD Smith, BA Stokes, R Parag, STR Binny, S Gopal, JC Archer, JD Unadkat, VR Aaron, O Thomas"
2019-04-26,2019,Chennai,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,155,4,109,10,Mumbai Indians,complete,46,0,RG Sharma,V Narayan Kutty,AK Chaudhary,NJ Llong,VA Kulkarni,N Pandit,20,"RG Sharma, Q de Kock, E Lewis, KH Pandya, HH Pandya, KA Pollard, SA Yadav, AS Roy, RD Chahar, JJ Bumrah, SL Malinga","M Vijay, SR Watson, SK Raina, AT Rayudu, KM Jadhav, DR Shorey, DJ Bravo, MJ Santner, DL Chahar, Harbhajan Singh, Imran Tahir"
2019-04-27,2019,Jaipur,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,160,8,161,3,Rajasthan Royals,complete,0,7,JD Unadkat,M Nayyar,A Nand Kishore,YC Barde,S Ravi,K Srinivasan,20,"DA Warner, KS Williamson, MK Pandey, V Shankar, Shakib Al Hasan, DJ Hooda, WP Saha, Rashid Khan, B Kumar, S Kaul, KK Ahmed","AM Rahane, LS Livingstone, SV Samson, SPD Smith, AJ Turner, R Parag, STR Binny, S Gopal, JD Unadkat, VR Aaron, O Thomas"
