date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2009-04-25,2009,Durban,Kingsmead,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,168,9,156,7,Deccan Chargers,complete,12,0,PP Ojha,D Govindjee,HDPK Dharmasena,SJA Taufel,SD Ranade,ZTA Ndamane,20,"AC Gilchrist, HH Gibbs, DR Smith, RG Sharma, VVS Laxman, Y Venugopal Rao, DB Ravi Teja, RP Singh, FH Edwards, PP Ojha, Harmeet Singh","ST Jayasuriya, SR Tendulkar, JP Duminy, S Dhawan, DJ Bravo, AM Nayar, Harbhajan Singh, Z Khan, PR Shah, SL Malinga, DS Kulkarni"
2009-04-26,2009,Port Elizabeth,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,149,7,150,4,Delhi Daredevils,complete,0,6,TM Dilshan,Yashpal Sharma,S Asnani,BG Jerling,BR Doctrove,S George,20,"JH Kallis, RV Uthappa, KP Pietersen, LRPL Taylor, V Kohli, MV Boucher, B Akhil, R Vinay Kumar, Pankaj Singh, A Kumble, KP Appanna","G Gambhir, V Sehwag, TM Dilshan, AB de Villiers, KD Karthik, M Manhas, A Mishra, DL Vettori, DP Nannes, PJ Sangwan, A Nehra"
2009-04-26,2009,Cape Town,Newlands,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,139,6,112,7,Kings XI Punjab,complete,27,0,KC Sangakkara,GR Viswanath,M Erasmus,K Hariharan,MR Benson,EC Hendrikse,20,"RS Bopara, K Goel, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, PP Chawla, WA Mota, RR Powar, VRV Singh, YA Abdulla","SA Asnodkar, GC Smith, RJ Quiney, YK Pathan, AD Mascarenhas, RA Jadeja, AS Raut, SK Warne, M Rawat, MM Patel, Kamran Khan"
2009-04-27,2009,Port Elizabeth,St George's Park,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,95,9,187,6,Mumbai Indians,complete,92,0,SR Tendulkar,Yashpal Sharma,BG Jerling,RB Tiffin,S Asnani,S George,20,"BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, Yashpal Singh, AN Ghosh, LR Shukla, I Sharma, BAW Mendis, AB Dinda, Anureet Singh","ST Jayasuriya, SR Tendulkar, Harbhajan Singh, JP Duminy, AM Nayar, DJ Bravo, S Dhawan, SS Tiwary, PR Shah, Z Khan, SL Malinga"
2009-04-27,2009,Durban,Kingsmead,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,165,6,169,4,Deccan Chargers,complete,0,6,HH Gibbs,D Govindjee,IL Howell,TH Wijewardene,SD Ranade,MW Brown,20,"PA Patel, ML Hayden, SK Raina, MS Dhoni, JDP Oram, JA Morkel, S Badrinath, MS Gony, Joginder Sharma, L Balaji, M Muralitharan","AC Gilchrist, HH Gibbs, VVS Laxman, RG Sharma, DR Smith, AA Bilakhia, Y Venugopal Rao, PP Ojha, RP Singh, FH Edwards, Shoaib Ahmed"
2009-04-28,2009,Centurion,SuperSport Park,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,143,7,147,5,Rajasthan Royals,complete,0,5,YK Pathan,J Srinath,GAV Baxter,RE Koertzen,DJ Harper,JD Cloete,20,"G Gambhir, V Sehwag, AB de Villiers, TM Dilshan, KD Karthik, DL Vettori, M Manhas, A Mishra, PJ Sangwan, A Nehra, DP Nannes","RJ Quiney, GC Smith, SA Asnodkar, PC Valthaty, RA Jadeja, SK Warne, YK Pathan, AD Mascarenhas, M Rawat, MM Patel, Kamran Khan"
2009-04-29,2009,Durban,Kingsmead,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,143,5,139,6,Royal Challengers Bangalore,complete,0,5,MV Boucher,D Govindjee,MR Benson,TH Wijewardene,SL Shastri,ZTA Ndamane,20,"JH Kallis, SP Goswami, KP Pietersen, V Kohli, MV Boucher, RE van der Merwe, MK Pandey, P Kumar, Pankaj Singh, A Kumble, KP Appanna","BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, MN van Wyk, WP Saha, LR Shukla, AB Agarkar, M Kartik, I Sharma, AB Dinda"
2009-04-29,2009,Durban,Kingsmead,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,119,8,116,7,Kings XI Punjab,complete,3,0,KC Sangakkara,D Govindjee,MR Benson,SL Shastri,TH Wijewardene,ZTA Ndamane,20,"RS Bopara, K Goel, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, WA Mota, PP Chawla, RR Powar, VS Malik, YA Abdulla","ST Jayasuriya, SR Tendulkar, S Dhawan, JP Duminy, DJ Bravo, AM Nayar, Harbhajan Singh, SS Tiwary, Z Khan, PR Shah, SL Malinga"
2009-04-30,2009,Centurion,SuperSport Park,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,164,5,126,9,Chennai Super Kings,complete,38,0,SK Raina,GR Viswanath,GAV Baxter,RE Koertzen,AM Saheba,JD Cloete,20,"PA Patel, ML Hayden, SK Raina, S Badrinath, JDP Oram, MS Dhoni, JA Morkel, S Tyagi, SB Jakati, L Balaji, M Muralitharan","RJ Quiney, GC Smith, SA Asnodkar, RA Jadeja, YK Pathan, AD Mascarenhas, SK Warne, M Rawat, MM Patel, SK Trivedi, Kamran Khan"
2009-04-30,2009,Centurion,SuperSport Park,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,148,9,150,4,Delhi Daredevils,complete,0,6,DP Nannes,GR Viswanath,GAV Baxter,AM Saheba,RE Koertzen,JD Cloete,20,"AC Gilchrist, HH Gibbs, AA Bilakhia, RG Sharma, TL Suman, DR Smith, Y Venugopal Rao, Shoaib Ahmed, RP Singh, PP Ojha, FH Edwards","G Gambhir, V Sehwag, AB de Villiers, TM Dilshan, KD Karthik, M Manhas, DL Vettori, A Mishra, PJ Sangwan, A Nehra, DP Nannes"
2009-05-01,2009,Durban,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,145,9,137,7,Royal Challengers Bangalore,complete,8,0,Yuvraj Singh,D Govindjee,HDPK Dharmasena,S Ravi,SJA Taufel,EC Hendrikse,20,"JD Ryder, SP Goswami, R Bishnoi, JH Kallis, RV Uthappa, V Kohli, MV Boucher, RE van der Merwe, P Kumar, A Kumble, KP Appanna","Yuvraj Singh, K Goel, SM Katich, KC Sangakkara, DPMD Jayawardene, IK Pathan, PP Chawla, RR Powar, TM Srivastava, VS Malik, YA Abdulla"
2009-05-01,2009,East London,Buffalo Park,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,139,6,148,6,Mumbai Indians,complete,9,0,JP Duminy,Yashpal Sharma,M Erasmus,SK Tarapore,BR Doctrove,S George,20,"CH Gayle, SC Ganguly, BJ Hodge, MN van Wyk, LR Shukla, BB McCullum, WP Saha, AB Agarkar, M Kartik, I Sharma, AB Dinda","ST Jayasuriya, SR Tendulkar, Harbhajan Singh, AM Nayar, JP Duminy, GR Napier, AM Rahane, Z Khan, SS Tiwary, PR Shah, SL Malinga"
2009-05-02,2009,Port Elizabeth,St George's Park,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,141,5,142,7,Rajasthan Royals,complete,0,3,YK Pathan,S Venkataraghavan,S Asnani,BG Jerling,MR Benson,S George,20,"HH Gibbs, AC Gilchrist, AA Bilakhia, RG Sharma, TL Suman, DR Smith, Y Venugopal Rao, Shoaib Ahmed, PP Ojha, RP Singh, FH Edwards","GC Smith, SA Asnodkar, LA Carseldine, NV Ojha, RA Jadeja, SK Warne, AS Raut, YK Pathan, SM Harwood, SK Trivedi, MM Patel"
2009-05-02,2009,Johannesburg,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,163,10,145,8,Chennai Super Kings,complete,18,0,SB Jakati,GR Viswanath,DJ Harper,RE Koertzen,SS Hazare,KH Hurter,20,"M Vijay, ML Hayden, SK Raina, S Badrinath, JA Morkel, MS Dhoni, JDP Oram, SB Jakati, L Balaji, M Muralitharan, S Tyagi","G Gambhir, DA Warner, AB de Villiers, TM Dilshan, KD Karthik, M Manhas, R Bhatia, PJ Sangwan, A Mishra, A Nehra, DP Nannes"
2009-05-03,2009,Port Elizabeth,St George's Park,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,154,4,153,3,Kings XI Punjab,complete,0,6,DPMD Jayawardene,S Venkataraghavan,S Asnani,MR Benson,BG Jerling,S George,20,"S Sohal, KC Sangakkara, SM Katich, DPMD Jayawardene, Yuvraj Singh, IK Pathan, RR Powar, TM Srivastava, VS Malik, PP Chawla, YA Abdulla","BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, MN van Wyk, WP Saha, LR Shukla, AB Agarkar, M Kartik, I Sharma, AB Dinda"
2009-05-03,2009,Johannesburg,New Wanderers Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,150,1,149,4,Royal Challengers Bangalore,complete,0,9,JH Kallis,GR Viswanath,RE Koertzen,TH Wijewardene,K Hariharan,ZTA Ndamane,20,"JH Kallis, W Jaffer, RV Uthappa, R Dravid, V Kohli, MV Boucher, RE van der Merwe, D du Preez, P Kumar, R Vinay Kumar, A Kumble","ST Jayasuriya, SR Tendulkar, AM Rahane, JP Duminy, DJ Bravo, AM Nayar, S Dhawan, PR Shah, Harbhajan Singh, Z Khan, SL Malinga"
2009-05-04,2009,East London,Buffalo Park,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,178,3,100,10,Chennai Super Kings,complete,78,0,MS Dhoni,Yashpal Sharma,BR Doctrove,M Erasmus,SK Tarapore,S George,20,"M Vijay, ML Hayden, MS Dhoni, SK Raina, JA Morkel, JDP Oram, S Badrinath, S Tyagi, SB Jakati, L Balaji, M Muralitharan","AC Gilchrist, HH Gibbs, VVS Laxman, RG Sharma, DR Smith, TL Suman, Y Venugopal Rao, RJ Harris, RP Singh, Shoaib Ahmed, PP Ojha"
2009-05-05,2009,Durban,Kingsmead,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,157,1,154,3,Delhi Daredevils,complete,0,9,G Gambhir,J Srinath,GAV Baxter,IL Howell,S Ravi,KH Hurter,20,"G Gambhir, DA Warner, TM Dilshan, AB de Villiers, KD Karthik, M Manhas, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes","MN van Wyk, BB McCullum, BJ Hodge, MC Henriques, WP Saha, SC Ganguly, Yashpal Singh, AB Agarkar, M Kartik, I Sharma, AB Dinda"
2009-05-05,2009,Durban,Kingsmead,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,133,8,211,4,Rajasthan Royals,complete,78,0,GC Smith,J Srinath,SS Hazare,IL Howell,GAV Baxter,KH Hurter,20,"S Sohal, KC Sangakkara, K Goel, SM Katich, DPMD Jayawardene, Yuvraj Singh, IK Pathan, PP Chawla, RR Powar, S Sreesanth, YA Abdulla","NV Ojha, GC Smith, YK Pathan, RA Jadeja, LA Carseldine, AS Raut, NK Patel, SK Warne, SM Harwood, SK Trivedi, A Singh"
2009-05-06,2009,Centurion,SuperSport Park,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,145,6,126,8,Deccan Chargers,complete,19,0,RG Sharma,GR Viswanath,MR Benson,HDPK Dharmasena,K Hariharan,JD Cloete,20,"AC Gilchrist, HH Gibbs, TL Suman, RG Sharma, DR Smith, Y Venugopal Rao, DB Ravi Teja, RJ Harris, Shoaib Ahmed, RP Singh, Harmeet Singh","ST Jayasuriya, SR Tendulkar, PR Shah, JP Duminy, DJ Bravo, AM Nayar, Harbhajan Singh, SS Tiwary, RR Raje, DS Kulkarni, SL Malinga"
2009-05-07,2009,Centurion,SuperSport Park,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,185,3,174,3,Chennai Super Kings,complete,12,0,ML Hayden,S Venkataraghavan,DJ Harper,TH Wijewardene,K Hariharan,JD Cloete,20,"S Badrinath, ML Hayden, SK Raina, MS Dhoni, JA Morkel, GJ Bailey, S Tyagi, SB Jakati, L Balaji, M Muralitharan, MS Gony","S Sohal, SM Katich, K Goel, Yuvraj Singh, DPMD Jayawardene, KC Sangakkara, IK Pathan, S Sreesanth, PP Chawla, YA Abdulla, VRV Singh"
2009-05-07,2009,Centurion,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,105,10,107,3,Rajasthan Royals,complete,0,7,A Singh,S Venkataraghavan,K Hariharan,DJ Harper,TH Wijewardene,JD Cloete,20,"JH Kallis, W Jaffer, RV Uthappa, R Dravid, V Kohli, MV Boucher, RE van der Merwe, D du Preez, P Kumar, R Vinay Kumar, A Kumble","GC Smith, NV Ojha, LA Carseldine, YK Pathan, RA Jadeja, AS Raut, NK Patel, SK Warne, M Morkel, MM Patel, A Singh"
2009-05-08,2009,East London,Buffalo Park,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,118,3,116,10,Delhi Daredevils,complete,0,7,A Nehra,Yashpal Sharma,M Erasmus,SK Tarapore,BG Jerling,S George,20,"G Gambhir, DA Warner, TM Dilshan, AB de Villiers, KD Karthik, M Manhas, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes","L Ronchi, JP Duminy, PR Shah, SR Tendulkar, AM Nayar, DJ Bravo, Harbhajan Singh, AM Rahane, RR Raje, DS Kulkarni, SL Malinga"
2009-05-09,2009,Kimberley,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,168,5,169,7,Kings XI Punjab,complete,0,3,DPMD Jayawardene,J Srinath,GAV Baxter,AM Saheba,HDPK Dharmasena,KH Hurter,20,"AC Gilchrist, HH Gibbs, TL Suman, RG Sharma, A Symonds, Y Venugopal Rao, DB Ravi Teja, PP Ojha, Shoaib Ahmed, RP Singh, RJ Harris","S Sohal, SM Katich, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, WA Mota, B Lee, PP Chawla, RR Powar, S Sreesanth"
2009-05-09,2009,Kimberley,De Beers Diamond Oval,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,141,3,140,7,Chennai Super Kings,complete,0,7,S Badrinath,J Srinath,GAV Baxter,HDPK Dharmasena,AM Saheba,KH Hurter,20,"M Vijay, ML Hayden, SK Raina, S Badrinath, JDP Oram, MS Dhoni, JA Morkel, S Tyagi, SB Jakati, L Balaji, M Muralitharan","GC Smith, NV Ojha, SA Asnodkar, RA Jadeja, YK Pathan, LA Carseldine, AS Raut, SK Warne, SM Harwood, A Singh, SK Trivedi"
2009-05-10,2009,Port Elizabeth,St George's Park,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,141,7,157,2,Mumbai Indians,complete,16,0,JP Duminy,Yashpal Sharma,BR Doctrove,BG Jerling,IL Howell,S George,20,"JH Kallis, V Kohli, RV Uthappa, LRPL Taylor, R Dravid, MV Boucher, RE van der Merwe, R Vinay Kumar, A Kumble, KP Appanna, A Mithun","ST Jayasuriya, SR Tendulkar, AM Rahane, JP Duminy, AM Nayar, DJ Bravo, Harbhajan Singh, YV Takawale, C Nanda, DS Kulkarni, SL Malinga"
2009-05-10,2009,Johannesburg,New Wanderers Stadium,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,125,3,123,8,Delhi Daredevils,complete,0,7,A Mishra,S Venkataraghavan,SL Shastri,RB Tiffin,S Ravi,ZTA Ndamane,20,"G Gambhir, DA Warner, AB de Villiers, TM Dilshan, KD Karthik, M Manhas, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes","BB McCullum, SC Ganguly, BJ Hodge, MN van Wyk, Yashpal Singh, WP Saha, MC Henriques, AB Agarkar, M Kartik, I Sharma, SS Sarkar"
2009-05-11,2009,Kimberley,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,166,7,113,10,Deccan Chargers,complete,53,0,DR Smith,J Srinath,GAV Baxter,HDPK Dharmasena,S Asnani,KH Hurter,20,"TL Suman, AC Gilchrist, RG Sharma, A Symonds, DR Smith, WPUJC Vaas, Y Venugopal Rao, DB Ravi Teja, RP Singh, PP Ojha, Shoaib Ahmed","GC Smith, SA Asnodkar, LA Carseldine, NV Ojha, YK Pathan, RA Jadeja, AS Raut, M Morkel, SK Warne, SK Trivedi, MM Patel"
2009-05-12,2009,Centurion,SuperSport Park,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,119,9,122,2,Mumbai Indians,complete,0,8,Harbhajan Singh,Yashpal Sharma,SS Hazare,RE Koertzen,M Erasmus,JD Cloete,20,"S Sohal, SM Katich, IK Pathan, KC Sangakkara, Yuvraj Singh, WA Mota, LA Pomersbach, K Goel, B Lee, PP Chawla, S Sreesanth","ST Jayasuriya, DJ Bravo, AM Rahane, SR Tendulkar, JP Duminy, AM Nayar, Harbhajan Singh, RR Raje, YV Takawale, DS Kulkarni, SL Malinga"
2009-05-12,2009,Centurion,SuperSport Park,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,176,4,173,4,Royal Challengers Bangalore,complete,0,6,LRPL Taylor,Yashpal Sharma,M Erasmus,SS Hazare,RE Koertzen,JD Cloete,20,"JD Ryder, JH Kallis, RV Uthappa, LRPL Taylor, R Dravid, MV Boucher, V Kohli, B Akhil, KP Appanna, R Vinay Kumar, A Kumble","BB McCullum, SC Ganguly, AN Ghosh, DJ Hussey, AD Mathews, WP Saha, Yashpal Singh, AB Agarkar, M Kartik, I Sharma, BAW Mendis"
2009-05-13,2009,Durban,Kingsmead,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,161,10,173,7,Delhi Daredevils,complete,12,0,R Bhatia,D Govindjee,DJ Harper,SL Shastri,RB Tiffin,MW Brown,20,"TL Suman, AC Gilchrist, RG Sharma, DB Ravi Teja, A Symonds, DR Smith, Y Venugopal Rao, WPUJC Vaas, RP Singh, PP Ojha, Shoaib Ahmed","G Gambhir, DA Warner, TM Dilshan, AB de Villiers, V Sehwag, KD Karthik, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes"
2009-05-14,2009,Durban,Kingsmead,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,132,8,129,10,Royal Challengers Bangalore,complete,0,2,LRPL Taylor,D Govindjee,BR Doctrove,DJ Harper,SL Shastri,MW Brown,20,"RV Uthappa, JH Kallis, R Dravid, LRPL Taylor, V Kohli, MV Boucher, RE van der Merwe, B Akhil, P Kumar, R Vinay Kumar, A Kumble","M Vijay, ML Hayden, SK Raina, MS Dhoni, JDP Oram, S Badrinath, JA Morkel, SB Jakati, L Balaji, M Muralitharan, S Tyagi"
2009-05-14,2009,Durban,Kingsmead,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,143,10,145,7,Rajasthan Royals,complete,2,0,SK Warne,D Govindjee,BR Doctrove,DJ Harper,SL Shastri,MW Brown,20,"DJ Bravo, YV Takawale, AM Rahane, ST Jayasuriya, SR Tendulkar, JP Duminy, AM Nayar, Harbhajan Singh, DS Kulkarni, C Nanda, SL Malinga","RJ Quiney, GC Smith, YK Pathan, RA Jadeja, SD Chitnis, NV Ojha, J Botha, SK Warne, AS Raut, MM Patel, SK Trivedi"
2009-05-15,2009,Bloemfontein,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,120,9,123,4,Kings XI Punjab,complete,0,6,B Lee,J Srinath,HDPK Dharmasena,IL Howell,S Asnani,ZTA Ndamane,20,"G Gambhir, V Sehwag, TM Dilshan, AB de Villiers, M Manhas, KD Karthik, MF Maharoof, DL Vettori, R Bhatia, PJ Sangwan, A Nehra","S Sohal, SM Katich, LA Pomersbach, Yuvraj Singh, KC Sangakkara, IK Pathan, B Lee, PP Chawla, RR Powar, WA Mota, S Sreesanth"
2009-05-16,2009,Johannesburg,New Wanderers Stadium,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,166,4,160,5,Deccan Chargers,complete,0,6,RG Sharma,S Venkataraghavan,RE Koertzen,S Ravi,SL Shastri,KH Hurter,20,"AC Gilchrist, HH Gibbs, TL Suman, A Symonds, RG Sharma, Y Venugopal Rao, DB Ravi Teja, RJ Harris, Harmeet Singh, RP Singh, PP Ojha","BB McCullum, SC Ganguly, BJ Hodge, DJ Hussey, WP Saha, Mashrafe Mortaza, AB Agarkar, Yashpal Singh, M Kartik, I Sharma, SS Shaikh"
2009-05-16,2009,Port Elizabeth,St George's Park,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,151,3,147,5,Chennai Super Kings,complete,0,7,ML Hayden,Yashpal Sharma,SK Tarapore,SJA Taufel,BG Jerling,S George,20,"PA Patel, ML Hayden, SK Raina, S Badrinath, MS Dhoni, JDP Oram, JA Morkel, SB Jakati, L Balaji, M Muralitharan, S Tyagi","ST Jayasuriya, DJ Bravo, JP Duminy, SR Tendulkar, AM Nayar, Harbhajan Singh, YV Takawale, AM Rahane, DS Kulkarni, SL Malinga, C Nanda"
